inchi,inchikey,smiles_rea,smiles_pro,RGT,SOL,CAT,ylds,PN,reference,DOI
"InChI=1S/C17H15Cl2N3O4/c1-26-12-3-5-15(23)11(6-12)8-21-22-16(24)9-20-17(25)10-2-4-13(18)14(19)7-10/h2-8,23H,9H2,1H3,(H,20,25)(H,22,24)",ISOKBAZTBUDGHM-UHFFFAOYSA-N,COc1ccc(O)c(C=NN=C(O)CN=C(O)c2ccc(Cl)c(Cl)c2)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C17H16BrN3O4/c1-25-14-5-6-15(22)12(8-14)9-20-21-16(23)10-19-17(24)11-3-2-4-13(18)7-11/h2-9,22H,10H2,1H3,(H,19,24)(H,21,23)",AAUJBZUJDUACEH-UHFFFAOYSA-N,COc1ccc(O)c(C=NN=C(O)CN=C(O)c2cccc(Br)c2)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H17ClN2O3/c22-18-9-5-15(6-10-18)14-27-19-11-7-16(8-12-19)21(26)24-23-13-17-3-1-2-4-20(17)25/h1-13,25H,14H2,(H,24,26)",PLXWRPGZHHMJSS-UHFFFAOYSA-N,O=C(NN=Cc1ccccc1O)c1ccc(OCc2ccc(Cl)cc2)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C20H17N3O4/c1-27-15-9-10-18(24)14(11-15)12-21-23-20(26)19(25)22-17-8-4-6-13-5-2-3-7-16(13)17/h2-12,24H,1H3,(H,22,25)(H,23,26)",MSWKQBVYSJVCDQ-UHFFFAOYSA-N,COc1ccc(O)c(C=NNC(=O)C(=O)Nc2cccc3ccccc23)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H19ClN2O4/c1-28-20-10-11-21(26)17(12-20)13-24-25-22(27)16-4-8-19(9-5-16)29-14-15-2-6-18(23)7-3-15/h2-13,26H,14H2,1H3,(H,25,27)",IBWSUEZKTQLXRJ-UHFFFAOYSA-N,COc1ccc(O)c(C=NNC(=O)c2ccc(OCc3ccc(Cl)cc3)cc2)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H19ClN2O4/c1-28-18-10-11-20(26)16(12-18)13-24-25-22(27)19-4-2-3-5-21(19)29-14-15-6-8-17(23)9-7-15/h2-13,26H,14H2,1H3,(H,25,27)",PAVZTKLISHBLBX-UHFFFAOYSA-N,COc1ccc(O)c(C=NN=C(O)c2ccccc2OCc2ccc(Cl)cc2)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C18H15ClN4O2S3/c19-14-6-4-12(5-7-14)10-26-17-22-23-18(28-17)27-11-16(25)21-20-9-13-2-1-3-15(24)8-13/h1-9,24H,10-11H2,(H,21,25)",ZPHBCGBWPSUWDC-UHFFFAOYSA-N,OC(CSc1nnc(SCc2ccc(Cl)cc2)s1)=NN=Cc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C23H25N3O3/c1-29-22-14-16(10-11-21(22)27)15-24-25-23(28)12-13-26-19-8-4-2-6-17(19)18-7-3-5-9-20(18)26/h2,4,6,8,10-11,14-15,27H,3,5,7,9,12-13H2,1H3,(H,25,28)",RWDODPKSDDBAHH-UHFFFAOYSA-N,COc1cc(C=NN=C(O)CCn2c3c(c4ccccc42)CCCC3)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C24H27N3O3/c1-16(17-11-12-22(28)23(15-17)30-2)25-26-24(29)13-14-27-20-9-5-3-7-18(20)19-8-4-6-10-21(19)27/h3,5,7,9,11-12,15,28H,4,6,8,10,13-14H2,1-2H3,(H,26,29)",JSLULUYYLWJQIR-UHFFFAOYSA-N,COc1cc(C(C)=NN=C(O)CCn2c3c(c4ccccc42)CCCC3)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C18H15ClN4O2S3/c19-14-7-5-12(6-8-14)10-26-17-22-23-18(28-17)27-11-16(25)21-20-9-13-3-1-2-4-15(13)24/h1-9,24H,10-11H2,(H,21,25)",IZNCLOOGMFUCLO-UHFFFAOYSA-N,OC(CSc1nnc(SCc2ccc(Cl)cc2)s1)=NN=Cc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H23N3O2/c26-17-7-5-6-16(14-17)15-23-24-22(27)12-13-25-20-10-3-1-8-18(20)19-9-2-4-11-21(19)25/h1,3,5-8,10,14-15,26H,2,4,9,11-13H2,(H,24,27)",ZYOLWHDNJSQQFR-UHFFFAOYSA-N,OC(CCn1c2c(c3ccccc31)CCCC2)=NN=Cc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C23H25N3O2/c1-16(17-8-4-7-13-22(17)27)24-25-23(28)14-15-26-20-11-5-2-9-18(20)19-10-3-6-12-21(19)26/h2,4-5,7-9,11,13,27H,3,6,10,12,14-15H2,1H3,(H,25,28)",XXAROTGBXJEUEG-UHFFFAOYSA-N,CC(=NN=C(O)CCn1c2c(c3ccccc31)CCCC2)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C23H25N3O2/c1-16(17-7-6-8-18(27)15-17)24-25-23(28)13-14-26-21-11-4-2-9-19(21)20-10-3-5-12-22(20)26/h2,4,6-9,11,15,27H,3,5,10,12-14H2,1H3,(H,25,28)",IFOZBTVGLRCYFH-UHFFFAOYSA-N,CC(=NN=C(O)CCn1c2c(c3ccccc31)CCCC2)c1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H25ClN4O3/c1-29-20-12-16(6-7-19(20)27)13-23-24-21(28)15-26-10-8-25(9-11-26)14-17-4-2-3-5-18(17)22/h2-7,12-13,27H,8-11,14-15H2,1H3,(H,24,28)",FARYFJLQNQDSJE-UHFFFAOYSA-N,COc1cc(C=NN=C(O)CN2CCN(Cc3ccccc3Cl)CC2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H20N4O2S3/c1-2-6-17-10-9-16(11-18(17)26)12-22-23-19(27)14-29-21-25-24-20(30-21)28-13-15-7-4-3-5-8-15/h2-5,7-12,26H,1,6,13-14H2,(H,23,27)",VCDITBPCGSXUEC-UHFFFAOYSA-N,C=CCc1ccc(C=NN=C(O)CSc2nnc(SCc3ccccc3)s2)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C20H20N4O3S3/c1-13(15-8-9-16(25)17(10-15)27-2)21-22-18(26)12-29-20-24-23-19(30-20)28-11-14-6-4-3-5-7-14/h3-10,25H,11-12H2,1-2H3,(H,22,26)",WEGCCKVDXQNBKF-UHFFFAOYSA-N,COc1cc(C(C)=NN=C(O)CSc2nnc(SCc3ccccc3)s2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C19H18N4O3S3/c1-26-16-9-14(7-8-15(16)24)10-20-21-17(25)12-28-19-23-22-18(29-19)27-11-13-5-3-2-4-6-13/h2-10,24H,11-12H2,1H3,(H,21,25)",OBMBANHVZQHLIP-UHFFFAOYSA-N,COc1cc(C=NN=C(O)CSc2nnc(SCc3ccccc3)s2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C19H17ClN4O3S3/c1-27-16-8-13(4-7-15(16)25)9-21-22-17(26)11-29-19-24-23-18(30-19)28-10-12-2-5-14(20)6-3-12/h2-9,25H,10-11H2,1H3,(H,22,26)",LVFDNPQDMKQIQE-UHFFFAOYSA-N,COc1cc(C=NN=C(O)CSc2nnc(SCc3ccc(Cl)cc3)s2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C19H21N3O5/c1-3-27-15-7-5-14(6-8-15)19(25)20-12-18(24)22-21-11-13-4-9-16(23)17(10-13)26-2/h4-11,23H,3,12H2,1-2H3,(H,20,25)(H,22,24)",LCXNUQQLZONBFL-UHFFFAOYSA-N,CCOc1ccc(C(=O)NCC(O)=NN=Cc2ccc(O)c(OC)c2)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C19H21N3O6/c1-26-15-7-5-13(9-17(15)28-3)19(25)20-11-18(24)22-21-10-12-4-6-14(23)16(8-12)27-2/h4-10,23H,11H2,1-3H3,(H,20,25)(H,22,24)",XQYQMDRJKQZERF-UHFFFAOYSA-N,COc1cc(C=NN=C(O)CN=C(O)c2ccc(OC)c(OC)c2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H19ClN2O4/c1-28-21-12-16(4-11-20(21)26)13-24-25-22(27)17-5-9-19(10-6-17)29-14-15-2-7-18(23)8-3-15/h2-13,26H,14H2,1H3,(H,25,27)",FXQUHKSAQKEFRE-UHFFFAOYSA-N,COc1cc(C=NNC(=O)c2ccc(OCc3ccc(Cl)cc3)cc2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H19ClN2O4/c1-28-21-12-16(8-11-19(21)26)13-24-25-22(27)18-4-2-3-5-20(18)29-14-15-6-9-17(23)10-7-15/h2-13,26H,14H2,1H3,(H,25,27)",QQBNJWQOZIUHRS-UHFFFAOYSA-N,COc1cc(C=NN=C(O)c2ccccc2OCc2ccc(Cl)cc2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H19F3N2O3S/c23-22(24,25)30-18-9-5-17(6-10-18)27-21(29)14-31-19-11-7-16(8-12-19)26-13-15-3-1-2-4-20(15)28/h1-12,26,28H,13-14H2,(H,27,29)",ISHNQSXEBRLWQM-UHFFFAOYSA-N,O=C(CSc1ccc(NCc2ccccc2O)cc1)Nc1ccc(OC(F)(F)F)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H17F3N2O3S/c23-22(24,25)30-18-9-5-17(6-10-18)27-21(29)14-31-19-11-7-16(8-12-19)26-13-15-3-1-2-4-20(15)28/h1-13,28H,14H2,(H,27,29)",BLYFWSRLWCELBW-UHFFFAOYSA-N,O=C(CSc1ccc(N=Cc2ccccc2O)cc1)Nc1ccc(OC(F)(F)F)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C17H15F3N2O5S/c1-27-10-7-8(4-5-9(10)23)13-12(14(24)11-3-2-6-28-11)16(26,17(18,19)20)22-15(25)21-13/h2-7,12-13,23,26H,1H3,(H2,21,22,25)",UYRFCBZILYXXIW-UHFFFAOYSA-N,COc1cc(C2N=C(O)NC(O)(C(F)(F)F)C2C(=O)c2cccs2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C20H15NO6/c22-13-5-1-4-12(10-13)17-16(18(23)15-7-3-9-27-15)19(24)20(25)21(17)11-14-6-2-8-26-14/h1-10,17,22,24H,11H2",NULHSMLKWOVKHZ-UHFFFAOYSA-N,O=C(C1=C(O)C(=O)N(Cc2ccco2)C1c1cccc(O)c1)c1ccco1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C25H28N2O2S/c1-2-3-6-19-9-11-22(12-10-19)27-25(29)18-30-23-15-13-21(14-16-23)26-17-20-7-4-5-8-24(20)28/h4-5,7-16,26,28H,2-3,6,17-18H2,1H3,(H,27,29)",ZEIWYNNKHALKCG-UHFFFAOYSA-N,CCCCc1ccc(NC(=O)CSc2ccc(NCc3ccccc3O)cc2)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H17BrN2O5/c1-29-17-9-6-14(7-10-17)22(28)30-20-11-8-16(23)12-15(20)13-24-25-21(27)18-4-2-3-5-19(18)26/h2-13,26H,1H3,(H,25,27)",UVGUHJXNGASBRV-UHFFFAOYSA-N,COc1ccc(C(=O)Oc2ccc(Br)cc2C=NN=C(O)c2ccccc2O)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H14BrClN2O4/c22-14-9-10-19(29-21(28)15-5-1-3-7-17(15)23)13(11-14)12-24-25-20(27)16-6-2-4-8-18(16)26/h1-12,26H,(H,25,27)",FXDIIVLCMHJABI-UHFFFAOYSA-N,O=C(Oc1ccc(Br)cc1C=NN=C(O)c1ccccc1O)c1ccccc1Cl,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C23H20N2O5/c1-2-29-18-13-9-17(10-14-18)23(28)30-19-11-7-16(8-12-19)15-24-25-22(27)20-5-3-4-6-21(20)26/h3-15,26H,2H2,1H3,(H,25,27)",ZHVBCAAKAIKPQK-UHFFFAOYSA-N,CCOc1ccc(C(=O)Oc2ccc(C=NN=C(O)c3ccccc3O)cc2)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H18N2O5/c1-28-17-11-9-16(10-12-17)22(27)29-18-6-4-5-15(13-18)14-23-24-21(26)19-7-2-3-8-20(19)25/h2-14,25H,1H3,(H,24,26)",IJBDTTOOCHTXJI-UHFFFAOYSA-N,COc1ccc(C(=O)Oc2cccc(C=NN=C(O)c3ccccc3O)c2)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C20H23N3O5/c1-3-10-28-16-7-5-15(6-8-16)20(26)21-13-19(25)23-22-12-14-4-9-17(24)18(11-14)27-2/h4-9,11-12,24H,3,10,13H2,1-2H3,(H,21,26)(H,23,25)",LQWAFXKOTTYVGZ-UHFFFAOYSA-N,CCCOc1ccc(C(=O)NCC(O)=NN=Cc2ccc(O)c(OC)c2)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C24H39N3O4/c1-3-4-5-6-7-8-9-10-11-12-13-14-23(29)25-19-24(30)27-26-18-20-15-16-21(28)22(17-20)31-2/h15-18,28H,3-14,19H2,1-2H3,(H,25,29)(H,27,30)",WOJQRMJJJLFZBF-UHFFFAOYSA-N,CCCCCCCCCCCCCC(O)=NCC(O)=NN=Cc1ccc(O)c(OC)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H15ClN2O4/c22-16-11-9-14(10-12-16)21(27)28-19-8-4-1-5-15(19)13-23-24-20(26)17-6-2-3-7-18(17)25/h1-13,25H,(H,24,26)",OOJSVUJHLJQTMW-UHFFFAOYSA-N,O=C(Oc1ccccc1C=NN=C(O)c1ccccc1O)c1ccc(Cl)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C19H16ClN3O5/c1-2-28-16(25)10-23-14-6-4-3-5-12(14)17(19(23)27)21-22-18(26)13-8-7-11(20)9-15(13)24/h3-9,24H,2,10H2,1H3,(H,22,26)",JCYHZEDZRFQHKX-UHFFFAOYSA-N,CCOC(=O)CN1C(=O)C(=NN=C(O)c2ccc(Cl)cc2O)c2ccccc21,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C18H15N3O5/c1-26-15(23)10-21-13-8-4-2-6-11(13)16(18(21)25)19-20-17(24)12-7-3-5-9-14(12)22/h2-9,22H,10H2,1H3,(H,20,24)",QFCLFJNNVJNYHN-UHFFFAOYSA-N,COC(=O)CN1C(=O)C(=NN=C(O)c2ccccc2O)c2ccccc21,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H21N3O4S3/c25-16-9-4-3-8-15(16)19(27)23-22-18(26)10-2-1-5-11-24-20(28)17(31-21(24)29)13-14-7-6-12-30-14/h3-4,6-9,12-13,25H,1-2,5,10-11H2,(H,22,26)(H,23,27)",LBPAKZZZNNAZHA-UHFFFAOYSA-N,O=C1C(=Cc2cccs2)SC(=S)N1CCCCCC(O)=NN=C(O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C20H20N2O3S3/c23-15-7-4-6-14(12-15)21-18(24)9-2-1-3-10-22-19(25)17(28-20(22)26)13-16-8-5-11-27-16/h4-8,11-13,23H,1-3,9-10H2,(H,21,24)",JHNSPJRUHFAWIW-UHFFFAOYSA-N,O=C1C(=Cc2cccs2)SC(=S)N1CCCCCC(O)=Nc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C20H20N2O3S3/c23-16-9-4-3-8-15(16)21-18(24)10-2-1-5-11-22-19(25)17(28-20(22)26)13-14-7-6-12-27-14/h3-4,6-9,12-13,23H,1-2,5,10-11H2,(H,21,24)",KQPRVMIZTHHGIG-UHFFFAOYSA-N,O=C1C(=Cc2cccs2)SC(=S)N1CCCCCC(O)=Nc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C19H17N3O4S3/c23-14-7-2-1-6-13(14)17(25)21-20-16(24)8-3-9-22-18(26)15(29-19(22)27)11-12-5-4-10-28-12/h1-2,4-7,10-11,23H,3,8-9H2,(H,20,24)(H,21,25)",UWWKOPGYGCGNMT-UHFFFAOYSA-N,O=C1C(=Cc2cccs2)SC(=S)N1CCCC(O)=NN=C(O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C18H16N2O3S3/c21-13-5-1-4-12(10-13)19-16(22)7-2-8-20-17(23)15(26-18(20)24)11-14-6-3-9-25-14/h1,3-6,9-11,21H,2,7-8H2,(H,19,22)",KHBANNCWVCAWBI-UHFFFAOYSA-N,O=C1C(=Cc2cccs2)SC(=S)N1CCCC(O)=Nc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C18H15N3O4S3/c22-12-4-1-3-11(9-12)16(24)20-19-15(23)6-7-21-17(25)14(28-18(21)26)10-13-5-2-8-27-13/h1-5,8-10,22H,6-7H2,(H,19,23)(H,20,24)",ZTMIEMYQYNTOSF-UHFFFAOYSA-N,O=C1C(=Cc2cccs2)SC(=S)N1CCC(O)=NN=C(O)c1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C18H11N3O4S2/c22-10-5-3-4-9(8-10)15(23)20-21-17(25)14(27-18(21)26)13-11-6-1-2-7-12(11)19-16(13)24/h1-8,22H,(H,19,24)(H,20,23)",OUFODYCVMGVEJG-UHFFFAOYSA-N,O=C1C(=C2C(O)=Nc3ccccc32)SC(=S)N1N=C(O)c1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C17H9BrN2O3S2/c18-8-4-5-12-11(6-8)13(15(22)19-12)14-16(23)20(17(24)25-14)9-2-1-3-10(21)7-9/h1-7,21H,(H,19,22)",DDZGUUDEFJSSAA-UHFFFAOYSA-N,O=C1C(=C2C(O)=Nc3ccc(Br)cc32)SC(=S)N1c1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C20H17NO5S2/c1-26-16-10-13(7-8-15(16)22)11-17-18(23)21(20(27)28-17)14(19(24)25)9-12-5-3-2-4-6-12/h2-8,10-11,14,22H,9H2,1H3,(H,24,25)",SXGGEIQEHFCTTO-UHFFFAOYSA-N,COc1cc(C=C2SC(=S)N(C(Cc3ccccc3)C(=O)O)C2=O)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H17NO5S2/c1-8(2)13(15(20)21)17-14(19)12(24-16(17)23)7-9-4-5-10(18)11(6-9)22-3/h4-8,13,18H,1-3H3,(H,20,21)",HDMVRUHSNFQVDW-UHFFFAOYSA-N,COc1cc(C=C2SC(=S)N(C(C(=O)O)C(C)C)C2=O)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C19H15NO4S2/c21-14-8-4-7-13(9-14)11-16-17(22)20(19(25)26-16)15(18(23)24)10-12-5-2-1-3-6-12/h1-9,11,15,21H,10H2,(H,23,24)",OWLCEBGYKTXELX-UHFFFAOYSA-N,O=C(O)C(Cc1ccccc1)N1C(=O)C(=Cc2cccc(O)c2)SC1=S,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H25ClN4O2/c1-16(18-7-3-5-9-20(18)27)23-24-21(28)15-26-12-10-25(11-13-26)14-17-6-2-4-8-19(17)22/h2-9,27H,10-15H2,1H3,(H,24,28)",ZROAINSYCXGCSB-UHFFFAOYSA-N,CC(=NN=C(O)CN1CCN(Cc2ccccc2Cl)CC1)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H29ClN4O/c1-3-26(4-2)21-10-7-19(22(28)15-21)16-24-27-13-11-25(12-14-27)17-18-5-8-20(23)9-6-18/h5-10,15-16,28H,3-4,11-14,17H2,1-2H3",PLMQYDWZLJNLDN-UHFFFAOYSA-N,CCN(CC)c1ccc(C=NN2CCN(Cc3ccc(Cl)cc3)CC2)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
