inchi_rea,inchikey_rea,smiles_rea,smiles_pro,RGT,SOL,CAT,ylds,reference
"InChI=1S/C11H16O2/c1-11(2,3)9-7-8(13-4)5-6-10(9)12/h5-7,12H,1-4H3",MRBKEAMVRSLQPH-UHFFFAOYSA-N,COc1ccc(O)c(C(C)(C)C)c1,COc1cc(-c2cc(OC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['1310-73-2', '7782-44-7', '7647-01-0']",['7732-18-5'],[],46.0,Structures of autoxidation products of 2-tert-butyl-4-methoxyphenol in aqueous alkaline solution
"InChI=1S/C10H12O3/c1-3-8(11)7-4-5-9(12)10(6-7)13-2/h4-6,12H,3H2,1-2H3",FBGXENQFSMMBNY-UHFFFAOYSA-N,CCC(=O)c1ccc(O)c(OC)c1,CCC(=O)c1cc(OC)c(O)c(-c2cc(C(=O)CC)cc(OC)c2O)c1,[],[],[],46.0,Oxidation of aromatic compounds. III. Oxidation of substituted phenols and their O-derivatives in the HSO3F-PbO2 system
"InChI=1S/C9H12O3/c1-12-9-6-7(4-5-10)2-3-8(9)11/h2-3,6,10-11H,4-5H2,1H3",XHUBSJRBOQIZNI-UHFFFAOYSA-N,COc1cc(CCO)ccc1O,COc1cc(CCO)cc(-c2cc(CCO)cc(OC)c2O)c1O,['7722-84-1'],"['67-64-1', '7732-18-5']",[],45.0,Identification by Inverse Virtual Screening of magnolol-based scaffold as new tankyrase-2 inhibitors
"InChI=1S/C9H12O3/c1-12-9-6-7(4-5-10)2-3-8(9)11/h2-3,6,10-11H,4-5H2,1H3",XHUBSJRBOQIZNI-UHFFFAOYSA-N,COc1cc(CCO)ccc1O,COc1cc(CCO)cc(-c2cc(CCO)cc(OC)c2O)c1O,['7722-84-1'],"['67-64-1', '7732-18-5']",[],44.0,Chemoenzymatic Synthesis and α-Glucosidase Inhibitory Activity of Dimeric Neolignans Inspired by Magnolol
"InChI=1S/C12H10N2O2/c1-2-16-12-6-9(3-4-11(12)15)5-10(7-13)8-14/h3-6,15H,2H2,1H3",NICBMMKNBWCVPN-UHFFFAOYSA-N,CCOc1cc(C=C(C#N)C#N)ccc1O,CCOc1cc(C=C(C#N)C#N)cc(-c2cc(C=C(C#N)C#N)cc(OCC)c2O)c1O,['3240-34-4'],['75-05-8'],[],45.0,Structural Studies on Bioactive Compounds. 32.Oxidation of Tyrphostin Protein Tyrosine Kinase Inhibitors with Hypervalent Iodine Reagents
"InChI=1S/C13H12O/c1-10-7-8-13(14)12(9-10)11-5-3-2-4-6-11/h2-9,14H,1H3",VMMOWSARKBKLJM-UHFFFAOYSA-N,Cc1ccc(O)c(-c2ccccc2)c1,Cc1cc(-c2ccccc2)c(O)c(-c2cc(C)cc(-c3ccccc3)c2O)c1,"['64-19-7', '431-03-8', '7782-44-7']",['7732-18-5'],[],44.0,Atmosphere- and Solvent-Controlled Coupling and Acetylation of Phenols Induced by Visible Light
"InChI=1S/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3",RLSSMJSEOOYNOY-UHFFFAOYSA-N,Cc1cccc(O)c1,Cc1cccc(O)c1-c1c(C)cccc1O,[],[],[],43.0,"Asymmetric reduction of aromatic ketones with borane-amine complexes modified with optically pure 2,2'-dihydroxy-6,6'-dimethylbiphenyl"
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['1011710-11-4', '7664-93-9']","['75-09-2', '7732-18-5']",[],29.0,Novel reactivity of side-on (disulfido)dicopper complexes supported by Bi- and tridentate nitrogen donors: impact of axial coordination
"InChI=1S/C8H10O3S/c1-6-3-4-7(9)8(5-6)12(2,10)11/h3-5,9H,1-2H3",SUSFABSCEYOTSG-UHFFFAOYSA-N,Cc1ccc(O)c(S(C)(=O)=O)c1,Cc1cc(-c2cc(C)cc(S(C)(=O)=O)c2O)c(O)c(S(C)(=O)=O)c1,['7087-68-5'],['920-66-1'],[],43.0,Dehydrogenative Anodic C-C Coupling of Phenols Bearing Electron-Withdrawing Groups
"InChI=1S/C8H10O/c1-2-7-3-5-8(9)6-4-7/h3-6,9H,2H2,1H3",HXDOZKJGKXYMEW-UHFFFAOYSA-N,CCc1ccc(O)cc1,CCc1ccc(O)c(-c2cc(CC)ccc2O)c1,['7782-44-7'],['96-47-9'],"['917-23-7', '8068-05-1']",13.0,Blue-LED Synthesis of Pummerer's Ketones by Peroxidase-Lignin-Catalyzed Oxidative Coupling of Substituted Phenols
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['103898-20-0', '1421969-56-3', '7782-44-7', '7664-93-9']","['75-05-8', '109-99-9', '7732-18-5']",[],42.0,Modeling Tyrosinase and Catecholase Activity Using New m-Xylyl-Based Ligands with Bidentate Alkylamine Terminal Coordination
"InChI=1S/C12H18O/c1-5-10-7-11(8(2)3)12(13)6-9(10)4/h6-8,13H,5H2,1-4H3",REUXPEYAOYKLSP-UHFFFAOYSA-N,CCc1cc(C(C)C)c(O)cc1C,CCc1cc(C(C)C)c(O)c(-c2c(C)c(CC)cc(C(C)C)c2O)c1C,[],['108-88-3'],"['110-18-9', '51198-11-9']",42.0,"Production of hexaalkyl-2,2'-biphenols and octaalkyl-2,2'-biphenols by catalytic oxidative coupling of substituted phenols"
"InChI=1S/C22H38O/c1-19(2,3)14-21(7,8)16-11-12-18(23)17(13-16)22(9,10)15-20(4,5)6/h11-13,23H,14-15H2,1-10H3",DNYCICZKXQGHBJ-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1ccc(O)c(C(C)(C)CC(C)(C)C)c1,CC(C)(C)CC(C)(C)c1cc(-c2cc(C(C)(C)CC(C)(C)C)cc(C(C)(C)CC(C)(C)C)c2O)c(O)c(C(C)(C)CC(C)(C)C)c1,"['1310-58-3', '7722-84-1']",['7732-18-5'],[],42.0,The Synthesis and Conformation of Sterically Congested Seven-membered Rings Containing Tetracoordinate Germanium(IV): Determination of the ΔG* For Ring Inversion
"InChI=1S/C17H28O2/c1-3-4-5-6-7-8-9-10-11-15-12-13-16(18)17(14-15)19-2/h12-14,18H,3-11H2,1-2H3",UKXCVJSOFQUFQD-UHFFFAOYSA-N,CCCCCCCCCCc1ccc(O)c(OC)c1,CCCCCCCCCCc1cc(OC)c(O)c(-c2cc(CCCCCCCCCC)cc(OC)c2O)c1,"['1336-21-6', '13746-66-2', '7647-01-0']","['67-64-1', '7732-18-5']",[],42.0,Process for the hydrocyanation of olefins using bidentate phosphite ligands and zero-valent nickel catalyst systems which enable facile nitrile product and catalyst separation
"InChI=1S/C12H10O2/c13-10-6-8-12(9-7-10)14-11-4-2-1-3-5-11/h1-9,13H",ZSBDGXGICLIJGD-UHFFFAOYSA-N,Oc1ccc(Oc2ccccc2)cc1,Oc1ccc(Oc2ccccc2)cc1-c1cc(Oc2ccccc2)ccc1O,[],[],['1515867-88-5'],42.0,Mechanism of phenol oxidation by heterodinuclear Ni Cu bis(μ-oxo) complexes involving nucleophilic oxo groups
"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,Cc1ccc(O)c(-c2cc(C)ccc2O)c1,"['7722-84-1', '10139-51-2']",['7732-18-5'],[],19.0,A convenient one-pot synthesis of novel functionalized terphenyls
"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,Cc1ccc(O)c(-c2cc(C)ccc2O)c1,"['7722-84-1', '10139-51-2']",['7732-18-5'],[],41.0,Reaction of cerium(IV) ammonium nitrate with simple phenols in a silica gel matrix
"InChI=1S/C10H12O3/c1-3-13-10(12)8-6-7(2)4-5-9(8)11/h4-6,11H,3H2,1-2H3",ZGYXABNSOOACGL-UHFFFAOYSA-N,CCOC(=O)c1cc(C)ccc1O,CCOC(=O)c1cc(C)cc(-c2cc(C)cc(C(=O)OCC)c2O)c1O,['7087-68-5'],['920-66-1'],[],41.0,Dehydrogenative Anodic C-C Coupling of Phenols Bearing Electron-Withdrawing Groups
"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,Oc1ccccc1,Oc1ccccc1-c1ccccc1O,[],['56-23-5'],['7632-51-1'],5.0,Vanadium(IV) chloride
"InChI=1S/C11H12BrNO4/c1-6(14)13-9(11(16)17)5-7-2-3-10(15)8(12)4-7/h2-4,9,15H,5H2,1H3,(H,13,14)(H,16,17)",FLXZLERUROJKLB-UHFFFAOYSA-N,CC(=O)NC(Cc1ccc(O)c(Br)c1)C(=O)O,CC(=O)NC(Cc1cc(Br)c(O)c(-c2cc(CC(NC(C)=O)C(=O)O)cc(Br)c2O)c1)C(=O)O,"['7722-84-1', '7631-90-5']","['75-05-8', '7732-18-5']",['9003-99-0'],40.0,Enzymic oxidative coupling of monohalogenated tyrosine derivatives
"InChI=1S/C8H10O/c1-6-3-4-8(9)5-7(6)2/h3-5,9H,1-2H3",YCOXTKKNXUZSKD-UHFFFAOYSA-N,Cc1ccc(O)cc1C,Cc1cc(O)c(-c2cc(C)c(C)cc2O)cc1C,['7782-44-7'],"['96-47-9', '7732-18-5']",['9003-99-0'],6.0,First Evidence of Pheomelanin-UVA-Driven Synthesis of Pummerer's Ketones by Peroxidase-Mediated Oxidative Coupling of Substituted Phenols
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['7782-44-7'],['109-99-9'],['2127162-91-6'],37.0,Bismuthanes as Hemilabile Donors in an O2-Activating Palladium(0) Complex
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['7782-44-7', '7681-38-1']","['75-09-2', '7732-18-5']",['2338538-92-2'],36.0,Catalytic Aerobic Phenol Homo- and Cross-Coupling Reactions with Copper Complexes Bearing Redox-Active Guanidine Ligands
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['7782-44-7'],['7732-18-5'],['56321-86-9'],33.0,Heterogeneously Catalyzed Aerobic Oxidative Biaryl Coupling of 2-Naphthols and Substituted Phenols in Water
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['1310-58-3', '13746-66-2']",['67-56-1'],[],26.0,Syntheses of dibenzofuran-type and dinaphthofuranquinone-type fused furans
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['7782-44-7'],"['75-05-8', '7732-18-5']","['7440-50-8', '7440-57-5', '1262835-81-3']",25.0,"New organic ligands of the terpyridine series: modification of gold nanoparticles, preparation of coordination compounds with Cu(I), catalysis of oxidation reactions"
"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",RRAFCDWBNXTKKO-UHFFFAOYSA-N,C=CCc1ccc(O)c(OC)c1,C=CCc1cc(OC)c(O)c(-c2cc(CC=C)cc(OC)c2O)c1,[],"['67-64-1', '7732-18-5']",[],36.0,Screening of plant cell cultures for their capacity to dimerize eugenol and isoeugenol: Preparation of dehydrodieugenol
"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",RRAFCDWBNXTKKO-UHFFFAOYSA-N,C=CCc1ccc(O)c(OC)c1,C=CCc1cc(OC)c(O)c(-c2cc(CC=C)cc(OC)c2O)c1,['7722-84-1'],"['110-86-1', '7732-18-5']",['7720-78-7'],36.0,Antibacterial activity of dipropofol and related compounds
"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",RRAFCDWBNXTKKO-UHFFFAOYSA-N,C=CCc1ccc(O)c(OC)c1,C=CCc1cc(OC)c(O)c(-c2cc(CC=C)cc(OC)c2O)c1,"['7664-41-7', '13746-66-2', '7647-01-0']","['67-64-1', '7732-18-5']",[],24.0,"Electrochemical preparation and evaluation of cytotoxic activity of methoxyl-oxo-biseugenol, a new oxidized derivative of biseugenol"
"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",RRAFCDWBNXTKKO-UHFFFAOYSA-N,C=CCc1ccc(O)c(OC)c1,C=CCc1cc(OC)c(O)c(-c2cc(CC=C)cc(OC)c2O)c1,"['1333-74-0', '62628-26-6', '7647-01-0']","['67-56-1', '7732-18-5']",[],24.0,"Peroxidase-, mixed-function oxidase- and metal-catalyzed oxidation of phenylpropenoidic compounds"
"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",RRAFCDWBNXTKKO-UHFFFAOYSA-N,C=CCc1ccc(O)c(OC)c1,C=CCc1cc(OC)c(O)c(-c2cc(CC=C)cc(OC)c2O)c1,"['7722-84-1', '9003-99-0']","['67-56-1', '7732-18-5']",[],22.0,Enzymic coupling of phenol compounds. Part II. Horseradish peroxidase-mediated preparation of dimers from eugenol and isoeugenol
"InChI=1S/C11H16O2/c1-11(2,3)9-7-8(13-4)5-6-10(9)12/h5-7,12H,1-4H3",MRBKEAMVRSLQPH-UHFFFAOYSA-N,COc1ccc(O)c(C(C)(C)C)c1,COc1cc(-c2cc(OC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['7722-84-1'],"['110-86-1', '7732-18-5']",['7720-78-7'],35.0,Antibacterial activity of dipropofol and related compounds
"InChI=1S/C11H16O2/c1-11(2,3)9-7-8(13-4)5-6-10(9)12/h5-7,12H,1-4H3",MRBKEAMVRSLQPH-UHFFFAOYSA-N,COc1ccc(O)c(C(C)(C)C)c1,COc1cc(-c2cc(OC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['7720-78-7', '7722-84-1']","['110-86-1', '7732-18-5']",[],35.0,Antioxidant activity of propofol and related monomeric and dimeric compounds
"InChI=1S/C11H15ClO/c1-7-5-10(13)8(6-9(7)12)11(2,3)4/h5-6,13H,1-4H3",PDCFFHOQPXOVDC-UHFFFAOYSA-N,Cc1cc(O)c(C(C)(C)C)cc1Cl,Cc1c(Cl)cc(C(C)(C)C)c(O)c1-c1c(C)c(Cl)cc(C(C)(C)C)c1O,['7782-44-7'],['75-09-2'],['160492-47-7'],39.0,"Optically active 2,2'-biphenol derivative and method for producing the same"
"InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3",KUFFULVDNCHOFZ-UHFFFAOYSA-N,Cc1ccc(O)c(C)c1,Cc1cc(C)c(O)c(-c2cc(C)cc(C)c2O)c1,['7782-44-7'],['920-66-1'],"['1625-91-8', '1442433-71-7']",34.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine"
"InChI=1S/C8H10O/c1-2-7-3-5-8(9)6-4-7/h3-6,9H,2H2,1H3",HXDOZKJGKXYMEW-UHFFFAOYSA-N,CCc1ccc(O)cc1,CCc1ccc(O)c(-c2cc(CC)ccc2O)c1,[],['920-66-1'],['13463-67-7'],36.0,"Visible-light Induced Oxidative Coupling of Phenols and Alkenylphenols with a Recyclable, Solid Photocatalyst"
"InChI=1S/C8H10O/c1-2-7-3-5-8(9)6-4-7/h3-6,9H,2H2,1H3",HXDOZKJGKXYMEW-UHFFFAOYSA-N,CCc1ccc(O)cc1,CCc1ccc(O)c(-c2cc(CC)ccc2O)c1,"['13061-96-6', '17351-61-0']",['75-05-8'],"['366-18-7', '7789-45-9']",17.0,Cu-Catalyzed Phenol O-Methylation with Methylboronic Acid
"InChI=1S/C9H12O/c1-2-3-8-4-6-9(10)7-5-8/h4-7,10H,2-3H2,1H3",KLSLBUSXWBJMEC-UHFFFAOYSA-N,CCCc1ccc(O)cc1,CCCc1ccc(O)c(-c2cc(CCC)ccc2O)c1,[],"['67-64-1', '7732-18-5']",['80498-15-3'],20.0,"Enzymic preparation of 2,2'-dihydroxy-5,5'-dipropyl biphenyl with laccase"
"InChI=1S/C9H10O/c1-2-3-8-4-6-9(10)7-5-8/h2,4-7,10H,1,3H2",RGIBXDHONMXTLI-UHFFFAOYSA-N,C=CCc1ccc(O)cc1,C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O)c1,['497-19-8'],"['67-64-1', '7732-18-5']",['13746-66-2'],20.0,Process for preparation of magnolol
"InChI=1S/C11H16O/c1-8-5-6-10(12)9(7-8)11(2,3)4/h5-7,12H,1-4H3",IKEHOXWJQXIQAG-UHFFFAOYSA-N,Cc1ccc(O)c(C(C)(C)C)c1,Cc1cc(-c2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['7664-93-9'],"['64-19-7', '7732-18-5']",['7778-50-9'],33.0,Tantalum-Polyhedral Oligosilsesquioxane Complexes as Structural Models and Functional Catalysts for Epoxidation
"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,Oc1ccccc1,Oc1ccccc1-c1ccccc1O,[],[],[],26.0,The role of stereoelectronic factors in the oxidation of phenols
"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,Cc1ccc(O)c(-c2cc(C)ccc2O)c1,[],['920-66-1'],['13463-67-7'],31.0,"Visible-light Induced Oxidative Coupling of Phenols and Alkenylphenols with a Recyclable, Solid Photocatalyst"
"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,Cc1ccc(O)c(-c2cc(C)ccc2O)c1,"['108-91-8', '7447-39-4']",['67-56-1'],[],30.0,"Design, synthesis and biological evaluation of low molecular weight CXCR4 ligands"
"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,Cc1ccc(O)c(-c2cc(C)ccc2O)c1,['7782-44-7'],['920-66-1'],"['1625-91-8', '80907-56-8']",28.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine"
"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,Cc1ccc(O)c(-c2cc(C)ccc2O)c1,[],[],['9003-99-0'],25.0,Influence of the reaction medium on the product distribution of peroxidase-catalyzed oxidation of p-cresol
"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,Cc1ccc(O)c(-c2cc(C)ccc2O)c1,['371-11-9'],['75-09-2'],[],20.0,Oxidation and selective fluorination of organic compounds using organo-hypervalent iodine species
"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,Cc1ccc(O)c(-c2cc(C)ccc2O)c1,['7705-08-0'],['7732-18-5'],[],19.0,Preparation of biphenyl compounds as antibacterial agents
"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,Cc1ccc(O)c(-c2cc(C)ccc2O)c1,[],['7732-18-5'],['7705-08-0'],19.0,"Preparation of p-hydroxybenzoic acid ester dimers from p-cresol, and cosmetics containing the compounds"
"InChI=1S/C10H14O/c1-10(2,3)8-4-6-9(11)7-5-8/h4-7,11H,1-3H3",QHPQWRBYOIRBIT-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)cc1,CC(C)(C)c1ccc(O)c(-c2cc(C(C)(C)C)ccc2O)c1,"['13061-96-6', '17351-61-0']",['75-05-8'],"['366-18-7', '7789-45-9']",34.0,Cu-Catalyzed Phenol O-Methylation with Methylboronic Acid
"InChI=1S/C8H9ClO/c1-5-3-7(10)4-6(2)8(5)9/h3-4,10H,1-2H3",OSDLLIBGSJNGJE-UHFFFAOYSA-N,Cc1cc(O)cc(C)c1Cl,Cc1cc(O)c(-c2c(O)cc(C)c(Cl)c2C)c(C)c1Cl,[],['108-90-7'],['7440-50-8'],37.0,Synthesis of binaphthols over mesoporous molecular sieves
"InChI=1S/C8H9ClO/c1-5-3-7(10)4-6(2)8(5)9/h3-4,10H,1-2H3",OSDLLIBGSJNGJE-UHFFFAOYSA-N,Cc1cc(O)cc(C)c1Cl,Cc1cc(O)c(-c2c(O)cc(C)c(Cl)c2C)c(C)c1Cl,['7647-01-0'],['7732-18-5'],['7705-08-0'],30.0,Preparation of diphosphines and rhodium complexes and their use for producing optically active aldehydes and 4-[(R)-1'-formylethyl]azetidin-2-one derivatives.
"InChI=1S/C8H9ClO/c1-5-3-7(10)4-6(2)8(5)9/h3-4,10H,1-2H3",OSDLLIBGSJNGJE-UHFFFAOYSA-N,Cc1cc(O)cc(C)c1Cl,Cc1cc(O)c(-c2c(O)cc(C)c(Cl)c2C)c(C)c1Cl,[],['108-90-7'],[],27.0,Isothiourea-Catalysed Regioselective Acylative Kinetic Resolution of Axially Chiral Biaryl Diols
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['2409044-02-4'],['75-05-8'],[],31.0,Phenol Reduces Nitrite to NO at Copper(II): Role of a Proton-Responsive Outer Coordination Sphere in Phenol Oxidation
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['12030-88-5', '23978-09-8', '1684440-70-7']",['75-05-8'],[],26.0,Reactions of Co(III)-Nitrosyl Complexes with Superoxide and Their Mechanistic Insights
"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,Cc1ccc(O)c(-c2cc(C)ccc2O)c1,"['7782-44-7', '7647-01-0']","['107-21-1', '1634-04-4', '7732-18-5']",['142-71-2'],37.0,Cu(OAc)2-catalyzed remote benzylic C(sp3)-H oxyfunctionalization for C=O formation directed by the hindered para-hydroxyl group with ambient air as the terminal oxidant under ligand- and additive-free conditions
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['584-08-7', '7440-50-8', '7782-44-7']","['75-05-8', '75-09-2']",['872554-35-3'],36.0,Ortho-hydroxylation of phenol by tyrosinase model compounds
"InChI=1S/C7H7BrO/c1-5-2-3-7(9)6(8)4-5/h2-4,9H,1H3",MTIDYGLTAOZOGU-UHFFFAOYSA-N,Cc1ccc(O)c(Br)c1,Cc1cc(Br)c(O)c(-c2cc(C)cc(Br)c2O)c1,['7588-22-9'],['920-66-1'],[],30.0,Ortho-selective phenol-coupling reaction by anodic treatment on boron-doped diamond electrode using fluorinated alcohols
"InChI=1S/C8H10O/c1-6-3-7(2)5-8(9)4-6/h3-5,9H,1-2H3",TUAMRELNJMMDMT-UHFFFAOYSA-N,Cc1cc(C)cc(O)c1,Cc1cc(C)c(-c2c(C)cc(C)cc2O)c(O)c1,[],[],[],17.0,The role of stereoelectronic factors in the oxidation of phenols
"InChI=1S/C12H10O/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9,13H",YXVFYQXJAXKLAK-UHFFFAOYSA-N,Oc1ccc(-c2ccccc2)cc1,Oc1ccc(-c2ccccc2)cc1-c1cc(-c2ccccc2)ccc1O,"['7446-70-0', '7705-08-0', '7647-01-0']","['75-09-2', '7732-18-5']",[],32.0,"Lewis Acid Mediated Electrophilic Cyanation of 2,2'-Biphenols"
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,[],"['67-56-1', '7732-18-5']",['123620-57-5'],23.0,"Oxidation of 2,4-di-tert-butylphenol with hydrogen peroxide catalyzed by bis(ethylenediamine)copper(II) complexes"
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,[],"['67-56-1', '7732-18-5']",['21259-09-6'],22.0,"Oxidation of 2,4-di-tert-butylphenol with hydrogen peroxide catalyzed by bis(ethylenediamine)copper(II) complexes"
